pH,Turbidity,Chloramine,Dissolved Oxygen,Solids,Potability
7.43,1.19,1.97,7.67,1119.02,TRUE
6.8,3.21,0.38,6.54,346.22,TRUE
7.03,2.72,3.31,6.96,1197.1,TRUE
8.5,4.96,1.6,7.59,350.42,TRUE
7.34,2.0,3.35,7.1,1043.7,TRUE
7.54,4.1,3.53,7.85,1194.7,TRUE
7.81,3.08,1.17,6.97,1000.87,TRUE
8.09,1.35,0.03,7.05,730.76,TRUE
7.83,1.66,0.36,7.52,400.64,TRUE
7.45,4.18,1.33,6.75,421.03,TRUE
6.72,1.06,1.43,7.67,846.15,TRUE
7.79,2.7,2.41,7.2,552.62,TRUE
8.41,1.92,1.12,7.26,935.14,TRUE
8.34,4.46,2.12,7.29,1085.84,TRUE
7.52,4.51,0.29,7.04,871.15,TRUE
7.78,2.31,2.53,7.54,45.72,TRUE
7.41,2.32,2.75,7.45,318.19,TRUE
8.37,3.46,2.03,7.96,1082.64,TRUE
8.27,2.88,1.31,6.63,1126.0,TRUE
7.11,2.04,0.23,6.92,925.67,TRUE
8.12,1.39,0.86,6.68,940.28,TRUE
7.27,4.86,1.52,6.88,127.19,TRUE
7.38,3.65,3.24,7.02,259.14,TRUE
6.75,1.15,0.76,7.4,670.97,TRUE
8.16,3.67,3.09,7.16,547.38,TRUE
7.6,4.02,1.73,7.36,1000.71,TRUE
7.45,1.33,1.98,7.59,356.96,TRUE
7.86,2.34,0.0,7.22,695.27,TRUE
7.45,2.9,3.24,7.37,236.89,TRUE
6.52,1.7,1.01,7.8,193.19,TRUE
8.06,4.79,2.75,7.61,1067.2,TRUE
8.0,4.64,3.34,7.79,851.87,TRUE
6.86,4.56,2.53,7.79,254.92,TRUE
7.02,3.48,2.57,7.35,216.65,TRUE
7.65,1.99,0.41,7.99,965.97,TRUE
7.11,2.24,0.1,7.19,543.57,TRUE
7.98,1.48,0.13,7.81,596.97,TRUE
8.17,1.1,0.08,7.35,539.83,TRUE
6.8,2.91,1.44,6.72,62.91,TRUE
6.59,4.31,0.05,6.69,618.65,TRUE
8.4,2.22,2.34,7.6,595.89,TRUE
8.14,4.12,1.39,7.54,337.1,TRUE
8.44,1.27,3.37,7.61,538.56,TRUE
7.26,4.78,2.68,7.86,762.71,TRUE
6.87,2.0,2.92,6.55,588.37,TRUE
6.73,1.68,2.85,7.14,1050.93,TRUE
7.46,2.14,2.24,7.21,900.07,TRUE
6.77,4.82,1.05,7.45,433.01,TRUE
6.79,2.48,1.42,7.13,673.43,TRUE
8.1,1.64,3.09,7.57,4.36,TRUE
7.29,4.44,2.33,6.92,1051.01,TRUE
6.78,1.34,2.56,7.1,333.12,TRUE
6.77,3.21,3.67,7.99,615.15,TRUE
6.79,2.68,0.13,7.25,852.03,TRUE
6.98,2.89,2.52,7.37,307.6,TRUE
6.5,2.92,2.27,7.32,717.08,TRUE
6.79,4.33,2.11,7.85,832.69,TRUE
7.54,4.24,3.59,7.56,430.81,TRUE
7.87,1.79,3.39,6.8,151.51,TRUE
6.69,1.99,3.57,7.87,562.89,TRUE
7.88,1.64,3.54,6.62,1076.92,TRUE
7.4,3.62,3.84,6.79,1178.07,TRUE
7.44,4.73,1.13,7.05,729.56,TRUE
7.48,4.05,0.47,7.33,671.08,TRUE
7.25,4.99,1.93,7.02,715.47,TRUE
8.11,2.49,1.15,7.54,1122.78,TRUE
7.03,3.2,0.76,7.39,253.15,TRUE
8.47,2.83,1.17,7.32,804.42,TRUE
7.93,4.63,1.09,7.31,463.07,TRUE
7.74,2.15,3.99,7.92,755.28,TRUE
6.65,2.48,2.12,7.31,748.1,TRUE
7.68,1.8,3.63,7.7,991.74,TRUE
7.85,1.14,1.03,7.66,421.5,TRUE
6.94,3.92,2.22,7.07,1176.63,TRUE
6.86,4.87,3.72,7.23,718.51,TRUE
8.1,1.08,0.8,7.75,1158.4,TRUE
7.26,3.38,0.08,7.16,1198.94,TRUE
7.22,1.38,2.93,7.75,600.83,TRUE
7.44,1.73,1.26,7.16,231.22,TRUE
8.25,3.24,2.6,7.0,287.94,TRUE
6.62,2.84,3.61,6.9,1190.74,TRUE
6.69,3.16,1.01,7.92,1065.16,TRUE
7.55,2.16,0.85,7.23,1189.52,TRUE
7.54,1.73,1.42,6.75,297.55,TRUE
7.45,3.81,0.71,7.47,391.9,TRUE
6.83,3.07,0.56,7.91,160.94,TRUE
6.53,3.77,3.64,7.42,913.74,TRUE
7.71,4.9,3.81,7.85,154.3,TRUE
7.12,1.56,0.71,6.92,1155.59,TRUE
6.98,4.57,1.69,7.35,1188.53,TRUE
6.51,4.74,2.65,6.95,198.73,TRUE
7.76,3.05,1.59,7.22,169.04,TRUE
6.89,1.21,1.75,7.93,404.96,TRUE
8.32,1.15,3.14,7.2,475.88,TRUE
7.4,2.08,1.18,7.41,832.08,TRUE
8.39,4.97,1.14,7.38,187.44,TRUE
7.15,2.68,3.24,6.78,476.31,TRUE
7.07,4.54,2.22,7.93,285.19,TRUE
8.07,3.98,1.83,7.81,7.74,TRUE
6.63,4.57,2.18,6.91,1051.19,TRUE
7.77,1.46,0.92,6.85,142.85,TRUE
7.57,2.09,0.59,6.8,1182.4,TRUE
7.35,2.63,2.35,7.44,306.94,TRUE
7.82,3.9,0.13,7.02,830.29,TRUE
7.24,4.88,2.11,7.98,375.88,TRUE
8.07,1.51,0.85,7.88,20.27,TRUE
7.7,4.07,1.55,6.76,209.57,TRUE
6.93,4.98,0.13,7.04,452.45,TRUE
7.96,2.26,2.2,6.81,580.78,TRUE
7.85,3.38,0.41,6.83,251.26,TRUE
8.04,2.09,3.67,7.64,188.82,TRUE
6.78,2.65,2.41,6.85,258.49,TRUE
8.34,3.44,0.07,7.1,1014.51,TRUE
6.93,2.42,1.9,7.67,682.68,TRUE
6.97,4.2,0.41,7.16,240.3,TRUE
7.9,4.5,3.13,6.9,427.98,TRUE
7.95,4.17,0.69,7.5,670.64,TRUE
7.13,2.26,1.64,7.25,883.41,TRUE
7.68,3.04,3.97,7.0,911.8,TRUE
6.77,4.21,1.32,7.26,1037.66,TRUE
7.64,3.29,3.51,6.97,405.47,TRUE
7.6,3.69,2.7,6.75,1125.05,TRUE
7.04,4.79,0.43,7.9,466.1,TRUE
7.09,3.35,2.43,7.04,99.44,TRUE
8.11,3.71,0.55,6.62,982.37,TRUE
7.58,2.82,1.22,6.51,1099.43,TRUE
8.48,2.19,2.74,6.68,994.89,TRUE
7.17,4.56,3.02,7.87,96.63,TRUE
7.76,1.8,2.99,7.16,170.24,TRUE
7.32,2.49,1.48,7.57,283.37,TRUE
7.56,1.08,2.24,7.4,334.11,TRUE
6.95,4.1,0.07,7.46,883.46,TRUE
7.57,1.57,2.11,6.75,916.51,TRUE
6.95,4.05,0.08,6.78,431.1,TRUE
7.53,3.92,3.96,6.95,476.76,TRUE
6.55,4.35,0.93,6.77,348.59,TRUE
7.41,3.42,1.36,7.85,9.42,TRUE
8.13,3.08,2.27,7.97,482.41,TRUE
6.5,2.06,1.64,7.61,618.94,TRUE
7.39,3.49,1.57,6.62,112.12,TRUE
6.83,3.38,2.46,7.12,339.64,TRUE
7.16,4.53,2.38,6.82,918.73,TRUE
6.74,3.29,3.17,7.4,252.99,TRUE
7.9,3.28,3.97,6.54,232.19,TRUE
6.78,2.9,3.68,7.04,1048.43,TRUE
6.95,2.09,3.12,7.35,334.98,TRUE
6.52,4.45,0.7,6.82,571.57,TRUE
7.56,4.82,3.22,6.84,462.5,TRUE
7.97,4.06,1.93,7.91,279.44,TRUE
7.5,4.42,1.86,8.0,470.63,TRUE
7.86,1.51,3.53,7.44,1123.04,TRUE
7.48,1.54,1.21,6.5,716.18,TRUE
8.2,2.08,2.1,6.82,1062.18,TRUE
7.95,2.18,1.49,7.01,501.66,TRUE
7.12,2.03,0.16,7.25,4.48,TRUE
7.5,4.07,0.84,6.72,617.42,TRUE
7.1,2.68,0.9,6.95,817.17,TRUE
6.81,4.76,2.72,6.71,339.99,TRUE
7.8,2.44,2.11,7.93,937.35,TRUE
8.42,2.59,2.61,6.83,474.92,TRUE
8.19,2.36,1.17,7.45,126.15,TRUE
7.37,4.98,0.5,6.52,253.79,TRUE
7.53,4.11,2.34,7.32,651.39,TRUE
8.07,2.81,2.22,6.77,782.96,TRUE
7.85,4.47,3.59,6.87,692.45,TRUE
8.43,4.29,1.53,7.43,499.9,TRUE
8.28,4.27,1.08,7.91,260.41,TRUE
6.67,3.54,3.9,7.95,1158.27,TRUE
7.22,3.6,0.65,7.34,62.96,TRUE
7.78,1.25,2.96,7.38,935.79,TRUE
7.23,1.45,0.24,7.8,888.53,TRUE
8.35,1.65,0.8,7.66,795.81,TRUE
7.44,4.01,3.54,7.13,342.55,TRUE
6.64,3.9,0.65,7.35,135.0,TRUE
8.02,3.29,3.33,7.77,649.05,TRUE
8.16,3.79,2.65,7.34,1166.48,TRUE
6.66,2.25,0.39,7.53,1077.36,TRUE
7.51,3.55,3.0,7.47,1187.75,TRUE
7.84,1.65,2.14,7.54,1064.47,TRUE
8.13,4.07,3.73,7.03,178.33,TRUE
7.65,2.63,0.59,7.44,1102.49,TRUE
8.02,2.45,2.88,7.22,860.84,TRUE
7.55,1.18,1.2,7.13,1092.97,TRUE
8.39,2.74,2.12,7.91,1058.06,TRUE
7.62,3.73,1.88,7.52,643.34,TRUE
8.12,3.71,0.96,7.1,158.36,TRUE
7.57,3.14,1.06,7.66,159.02,TRUE
7.88,3.22,2.27,6.75,1122.66,TRUE
7.74,3.43,1.77,7.92,130.22,TRUE
6.94,3.64,3.11,7.99,765.14,TRUE
8.36,4.17,1.38,6.6,60.25,TRUE
7.47,2.35,1.17,7.85,843.68,TRUE
8.19,3.54,0.7,7.46,140.21,TRUE
7.08,3.67,3.78,6.89,232.82,TRUE
7.83,4.21,2.74,7.81,560.05,TRUE
6.78,4.91,2.86,7.29,114.26,TRUE
7.21,2.66,1.9,7.28,905.77,TRUE
8.3,4.34,1.64,6.61,106.06,TRUE
6.63,3.09,3.84,7.02,52.81,TRUE
6.79,2.6,0.19,7.5,67.53,TRUE
7.2,1.46,0.98,7.57,1129.83,TRUE
7.53,4.97,0.35,6.66,281.42,TRUE
6.87,4.13,1.65,7.85,1062.58,TRUE
7.88,4.06,2.48,7.23,218.47,TRUE
6.85,2.79,0.77,6.84,845.1,TRUE
7.11,4.07,1.35,7.55,680.75,TRUE
7.59,4.02,3.51,7.11,1078.35,TRUE
6.88,4.6,2.47,7.42,1026.87,TRUE
7.98,2.89,2.91,7.43,1118.57,TRUE
6.51,2.87,0.01,7.22,100.51,TRUE
8.23,4.82,0.6,7.85,841.86,TRUE
7.55,4.57,3.78,7.71,621.71,TRUE
6.63,1.39,3.42,6.98,437.58,TRUE
7.21,2.22,2.4,6.69,1187.98,TRUE
7.46,1.09,0.3,7.96,555.13,TRUE
7.65,3.76,3.54,6.91,143.39,TRUE
7.75,3.71,0.52,6.8,476.96,TRUE
7.63,1.21,0.94,7.31,428.75,TRUE
6.63,4.41,2.18,7.76,909.05,TRUE
7.27,4.55,1.24,7.36,905.45,TRUE
6.65,4.2,3.96,7.57,901.14,TRUE
6.74,3.95,0.15,6.92,355.83,TRUE
7.13,4.31,0.04,6.93,1143.9,TRUE
8.45,2.27,3.78,7.24,907.77,TRUE
7.59,1.49,3.66,7.3,369.87,TRUE
6.96,3.4,2.9,7.82,839.58,TRUE
7.64,4.54,3.97,7.54,1138.21,TRUE
8.07,3.28,3.41,7.91,16.32,TRUE
6.79,4.81,2.36,6.61,664.11,TRUE
7.29,3.29,2.75,7.52,438.37,TRUE
7.82,1.61,2.33,7.22,404.99,TRUE
7.2,2.62,0.07,6.6,388.38,TRUE
8.49,4.15,3.71,7.53,1020.83,TRUE
6.91,1.96,0.14,7.42,509.82,TRUE
8.23,1.79,2.38,7.51,603.65,TRUE
6.53,1.53,2.62,7.18,453.15,TRUE
7.14,3.23,3.1,7.83,1185.93,TRUE
7.93,2.6,1.77,6.86,95.31,TRUE
6.66,3.23,1.5,7.11,666.49,TRUE
7.02,2.75,2.4,6.62,1124.45,TRUE
6.98,2.29,0.11,7.18,552.36,TRUE
6.76,1.6,2.11,7.33,156.01,TRUE
7.87,2.14,3.19,6.88,368.23,TRUE
8.48,3.89,0.16,6.57,432.36,TRUE
6.91,3.77,2.07,6.54,915.47,TRUE
7.97,4.06,2.98,7.2,23.68,TRUE
7.23,3.77,2.27,6.7,834.47,TRUE
6.76,3.98,3.14,7.79,1006.18,TRUE
7.44,2.72,2.47,7.26,1032.66,TRUE
8.32,1.54,2.49,7.19,658.17,TRUE
7.35,2.11,3.03,7.63,501.77,TRUE
6.66,2.92,3.75,7.0,157.59,TRUE
8.0,1.47,0.19,7.59,502.44,TRUE
7.69,1.67,3.3,7.58,15.59,TRUE
7.61,2.03,0.64,6.75,325.93,TRUE
7.67,4.35,2.64,7.86,550.17,TRUE
8.14,4.45,1.06,7.22,1065.4,TRUE
7.23,1.66,1.84,7.06,340.28,TRUE
6.99,4.44,3.26,7.48,412.02,TRUE
8.34,4.72,3.87,7.79,875.76,TRUE
8.11,4.54,2.86,6.55,587.1,TRUE
7.85,1.79,1.59,7.99,905.56,TRUE
7.97,2.36,2.03,7.08,1066.93,TRUE
6.6,4.57,0.14,7.62,315.1,TRUE
8.2,3.06,1.58,7.33,921.5,TRUE
7.95,3.46,1.89,6.77,1008.28,TRUE
7.02,3.66,3.07,7.95,258.85,TRUE
6.81,3.95,3.77,7.35,747.92,TRUE
7.44,1.67,2.96,7.67,1065.89,TRUE
7.23,1.02,0.48,7.4,502.83,TRUE
6.59,4.29,2.1,7.92,1064.03,TRUE
7.8,2.73,0.38,7.69,383.35,TRUE
7.52,1.73,1.33,7.29,611.75,TRUE
8.46,3.96,2.18,6.92,134.05,TRUE
8.48,2.95,0.31,7.67,335.31,TRUE
7.15,1.17,3.31,7.57,649.09,TRUE
8.34,2.06,0.25,7.45,416.86,TRUE
7.49,2.25,1.04,6.62,286.89,TRUE
6.63,2.71,3.18,7.27,607.6,TRUE
7.73,1.63,2.38,6.66,1038.4,TRUE
8.46,4.94,3.34,7.58,1118.19,TRUE
7.69,4.87,3.21,6.53,784.78,TRUE
7.37,3.76,3.61,7.76,1060.55,TRUE
6.58,2.42,3.1,6.55,390.15,TRUE
8.0,4.41,2.74,7.73,429.48,TRUE
7.34,2.32,2.42,7.2,140.32,TRUE
7.96,1.13,0.08,7.33,675.24,TRUE
7.69,1.4,1.95,6.78,265.68,TRUE
6.85,3.59,1.06,7.07,163.49,TRUE
7.5,3.7,2.49,6.71,861.92,TRUE
8.37,3.42,3.72,6.79,814.05,TRUE
8.16,2.0,3.58,7.48,637.89,TRUE
7.87,2.18,2.43,6.72,416.56,TRUE
7.69,1.24,1.16,7.14,850.38,TRUE
7.31,1.12,0.05,7.52,473.33,TRUE
6.96,1.05,2.15,6.91,266.4,TRUE
6.94,2.15,2.43,7.2,655.58,TRUE
8.19,1.51,0.13,7.37,912.09,TRUE
6.52,1.99,0.28,7.33,212.71,TRUE
7.27,2.66,0.31,7.79,898.9,TRUE
6.76,3.26,1.51,7.49,234.1,TRUE
8.48,2.65,1.79,6.99,1097.43,TRUE
7.23,1.78,2.76,7.13,1169.37,TRUE
6.62,2.6,2.66,7.04,810.59,TRUE
7.59,2.95,3.63,6.83,507.22,TRUE
7.25,4.59,2.43,7.85,991.18,TRUE
8.39,3.69,0.99,6.91,591.78,TRUE
7.11,2.8,2.82,7.9,975.05,TRUE
6.93,2.51,3.31,7.59,413.76,TRUE
7.93,3.25,3.43,6.72,839.9,TRUE
6.87,2.11,0.65,7.98,629.38,TRUE
8.28,3.28,3.08,7.03,627.72,TRUE
7.12,4.63,2.35,7.74,1185.28,TRUE
6.7,1.14,3.68,7.48,764.41,TRUE
7.95,4.59,1.83,7.58,764.94,TRUE
7.57,4.16,2.05,7.74,776.2,TRUE
7.5,4.9,0.83,6.92,919.93,TRUE
6.51,1.2,1.63,6.88,148.52,TRUE
7.21,1.72,0.05,7.67,481.34,TRUE
8.31,4.57,1.5,7.58,1137.79,TRUE
7.36,4.23,1.88,7.75,822.75,TRUE
6.82,2.82,0.25,7.43,568.4,TRUE
6.94,1.63,3.5,6.72,1018.37,TRUE
7.29,2.25,1.76,6.82,391.78,TRUE
7.76,1.69,1.81,6.94,283.79,TRUE
7.4,2.33,2.22,6.95,823.55,TRUE
6.93,3.77,0.07,6.5,854.16,TRUE
7.64,1.34,3.52,8.0,1136.19,TRUE
8.4,1.2,0.07,7.41,1150.33,TRUE
7.79,3.93,3.98,7.44,449.04,TRUE
8.29,4.43,0.08,7.33,682.19,TRUE
7.89,1.04,0.08,7.95,969.78,TRUE
7.73,3.99,2.55,7.37,465.64,TRUE
7.34,2.91,1.48,7.76,1027.39,TRUE
8.47,1.23,0.74,6.65,234.2,TRUE
7.03,2.27,1.62,7.96,762.02,TRUE
6.51,2.47,0.63,7.59,680.15,TRUE
6.55,3.81,3.76,7.7,1103.19,TRUE
7.73,1.01,1.15,7.32,1000.94,TRUE
7.91,1.39,0.16,6.55,388.72,TRUE
7.79,1.32,0.75,6.84,11.74,TRUE
7.71,3.42,1.27,6.92,31.66,TRUE
6.82,4.27,1.65,7.4,1084.66,TRUE
6.56,4.34,0.47,7.34,49.93,TRUE
7.57,4.41,1.98,6.95,66.58,TRUE
6.71,3.79,0.06,7.7,583.26,TRUE
6.92,1.89,3.66,6.96,843.87,TRUE
6.97,3.02,3.46,7.2,698.57,TRUE
6.9,4.8,3.63,6.86,966.49,TRUE
8.29,3.23,3.52,7.64,391.79,TRUE
7.27,1.36,3.82,7.7,244.03,TRUE
7.84,3.21,3.47,6.88,877.19,TRUE
7.25,4.49,2.38,7.19,150.66,TRUE
8.03,1.41,0.99,7.58,786.97,TRUE
8.12,1.1,0.25,6.74,430.6,TRUE
8.42,4.07,0.12,7.32,475.14,TRUE
6.59,3.29,1.57,7.57,336.78,TRUE
7.35,1.7,1.37,6.76,541.7,TRUE
6.9,4.16,1.06,6.74,296.28,TRUE
6.88,3.78,2.61,7.95,1043.8,TRUE
7.82,4.51,3.29,7.78,78.39,TRUE
7.04,2.09,3.15,6.51,469.58,TRUE
8.34,3.9,3.32,7.75,463.53,TRUE
7.13,4.52,1.65,7.75,32.42,TRUE
8.31,4.5,2.56,6.79,389.7,TRUE
6.75,4.96,1.82,6.86,1167.31,TRUE
7.73,3.0,1.97,7.47,1014.87,TRUE
7.5,1.1,0.52,6.66,126.46,TRUE
7.42,1.39,2.69,7.07,914.0,TRUE
7.4,4.45,2.35,7.51,647.14,TRUE
6.79,2.55,1.06,7.35,59.19,TRUE
7.22,3.95,2.87,6.69,1103.0,TRUE
7.63,3.3,3.28,7.33,28.69,TRUE
7.19,4.67,0.48,6.8,740.98,TRUE
7.01,4.52,0.38,6.59,269.04,TRUE
8.39,3.16,1.66,7.55,1157.38,TRUE
8.14,3.07,2.24,7.76,805.05,TRUE
6.62,2.66,2.62,7.75,731.36,TRUE
7.54,3.14,2.12,7.9,76.61,TRUE
8.1,1.35,2.4,7.9,777.84,TRUE
8.5,3.12,0.67,7.21,950.58,TRUE
7.55,1.61,0.81,7.24,1182.0,TRUE
6.68,1.03,0.18,7.66,605.49,TRUE
7.68,1.69,1.17,6.7,539.92,TRUE
7.92,4.41,0.46,6.88,635.42,TRUE
7.46,2.2,1.21,7.06,398.04,TRUE
7.64,3.25,1.65,7.05,510.3,TRUE
6.72,4.32,1.23,7.39,156.92,TRUE
7.32,3.73,3.86,6.96,1064.17,TRUE
8.26,3.79,3.4,7.07,1182.42,TRUE
7.12,3.08,3.83,7.55,228.81,TRUE
8.37,1.4,0.99,7.01,517.02,TRUE
7.37,3.2,2.47,7.94,98.04,TRUE
7.55,3.05,1.06,7.88,852.81,TRUE
8.03,4.52,0.63,7.9,1192.87,TRUE
7.45,3.01,1.44,6.79,837.46,TRUE
8.44,2.45,2.79,7.14,657.28,TRUE
7.17,4.14,3.35,6.62,920.0,TRUE
7.0,2.19,3.99,7.57,336.46,TRUE
7.3,1.01,1.17,7.26,721.72,TRUE
7.28,4.31,1.3,7.25,122.17,TRUE
6.67,3.55,0.69,7.54,1000.77,TRUE
7.23,4.52,0.97,7.79,402.89,TRUE
8.03,2.64,0.9,7.38,127.54,TRUE
7.91,1.47,3.6,6.79,257.22,TRUE
6.57,1.48,2.81,7.38,209.39,TRUE
7.6,3.74,0.75,6.58,632.09,TRUE
7.31,3.19,1.62,7.21,98.4,TRUE
7.2,1.01,3.15,7.21,1116.57,TRUE
6.63,4.04,0.75,6.7,779.77,TRUE
7.96,1.73,3.8,6.63,46.63,TRUE
7.61,4.99,0.15,6.54,437.56,TRUE
6.55,4.89,0.82,7.59,160.67,TRUE
7.57,1.45,1.58,7.08,1139.98,TRUE
7.97,1.94,2.14,6.58,309.0,TRUE
6.78,1.7,0.99,7.85,717.63,TRUE
6.57,2.38,2.37,7.76,278.57,TRUE
7.09,3.36,3.96,7.19,609.85,TRUE
8.03,3.57,1.08,6.67,402.88,TRUE
7.26,2.2,2.22,7.42,1197.65,TRUE
7.16,2.51,0.31,6.58,185.06,TRUE
7.94,2.5,3.72,7.19,320.45,TRUE
6.79,2.11,1.75,7.35,671.0,TRUE
7.35,1.78,3.14,7.57,419.04,TRUE
7.17,2.88,1.04,7.11,54.47,TRUE
8.26,4.26,2.38,7.16,1138.96,TRUE
7.69,2.3,0.08,7.5,472.22,TRUE
7.48,3.41,3.35,7.72,1159.79,TRUE
7.81,4.77,0.04,7.59,1138.84,TRUE
7.48,3.04,1.43,7.07,180.44,TRUE
7.68,2.51,3.91,7.61,5.63,TRUE
7.26,1.49,0.27,7.27,380.65,TRUE
7.5,2.7,1.27,7.86,872.14,TRUE
7.91,2.58,2.16,7.43,987.16,TRUE
7.83,3.38,1.32,7.88,834.17,TRUE
6.63,1.18,3.91,7.31,31.17,TRUE
7.68,2.54,3.72,7.16,209.16,TRUE
6.77,4.48,1.52,6.97,1072.43,TRUE
8.24,4.6,3.12,6.73,961.32,TRUE
7.31,2.1,2.0,7.02,467.73,TRUE
7.58,4.6,1.51,7.79,1185.01,TRUE
7.76,1.21,0.06,7.13,1018.48,TRUE
6.66,4.43,0.86,7.58,659.12,TRUE
7.83,1.05,3.38,7.51,957.18,TRUE
8.1,4.57,2.61,7.79,630.99,TRUE
7.02,2.31,1.95,6.74,124.08,TRUE
7.2,4.81,2.6,7.41,877.8,TRUE
7.76,2.74,1.98,6.82,1133.45,TRUE
8.07,2.56,0.2,7.91,1107.56,TRUE
6.79,2.6,3.34,7.13,1032.84,TRUE
7.7,2.61,1.61,7.11,562.16,TRUE
7.96,3.39,2.85,7.86,959.72,TRUE
8.15,3.52,0.39,7.77,572.74,TRUE
7.51,2.92,1.39,6.71,1058.96,TRUE
7.81,4.81,2.14,7.39,939.64,TRUE
6.62,1.19,2.39,7.98,990.32,TRUE
8.2,3.95,0.94,7.33,1010.37,TRUE
7.21,1.63,0.02,7.29,196.21,TRUE
6.74,3.92,1.75,6.63,327.35,TRUE
7.54,2.58,2.89,6.92,344.67,TRUE
8.2,3.48,3.55,6.74,1144.79,TRUE
6.57,1.78,3.94,7.72,162.51,TRUE
7.51,2.67,2.98,7.57,578.9,TRUE
7.01,4.67,2.24,7.54,639.08,TRUE
7.1,2.15,0.47,7.91,33.78,TRUE
8.23,2.28,0.35,7.97,343.45,TRUE
8.08,2.78,0.35,6.54,1062.18,TRUE
6.94,1.83,1.91,6.64,463.36,TRUE
8.1,4.19,1.33,6.58,146.37,TRUE
8.32,2.79,1.12,6.8,1122.19,TRUE
7.47,2.48,3.92,7.77,256.71,TRUE
6.54,2.34,3.39,7.84,813.42,TRUE
7.91,1.28,0.27,7.98,243.8,TRUE
7.44,2.97,0.92,7.21,1173.85,TRUE
7.93,4.17,3.86,7.93,463.17,TRUE
6.5,2.4,1.43,7.54,813.67,TRUE
6.6,2.52,0.15,7.32,1150.7,TRUE
7.07,3.16,2.82,7.27,598.39,TRUE
7.55,2.19,1.96,7.42,107.97,TRUE
6.95,1.9,2.35,7.17,875.82,TRUE
7.62,1.19,0.45,7.29,920.87,TRUE
7.37,2.82,3.96,6.94,1163.49,TRUE
7.8,4.18,1.57,7.42,1015.45,TRUE
7.81,4.24,2.47,7.35,446.23,TRUE
6.7,2.18,1.59,6.7,445.08,TRUE
7.7,3.76,1.55,7.26,250.31,TRUE
7.34,4.1,0.21,7.27,1190.36,TRUE
7.81,4.08,2.93,7.82,1106.47,TRUE
7.36,1.96,3.26,6.56,945.03,TRUE
7.95,1.43,0.65,7.96,999.83,TRUE
7.73,2.5,2.84,7.65,123.39,TRUE
7.67,4.06,0.94,7.93,90.38,TRUE
7.08,3.57,1.65,7.12,351.43,TRUE
7.57,3.04,3.28,7.32,195.3,TRUE
6.87,2.86,2.33,7.56,831.76,TRUE
7.78,4.8,0.19,7.28,1151.85,TRUE
6.98,4.28,0.12,7.71,23.69,TRUE
7.15,2.94,1.95,7.36,931.04,TRUE
6.68,4.54,1.75,7.72,1087.82,TRUE
7.66,2.8,2.27,6.75,586.2,TRUE
6.57,2.3,0.24,6.71,410.47,TRUE
8.26,4.16,0.28,7.97,293.69,TRUE
6.88,1.18,1.76,7.61,525.93,TRUE
6.93,1.28,3.87,7.13,250.63,TRUE
6.52,2.72,2.51,6.73,319.9,TRUE
6.77,3.95,1.88,7.25,273.23,TRUE
8.07,1.05,2.19,7.15,1055.53,TRUE
7.88,4.61,0.82,6.59,773.0,TRUE
7.97,2.49,0.9,7.1,851.78,TRUE
7.94,4.06,1.1,7.4,1127.2,TRUE
7.56,1.59,2.34,6.88,1152.2,TRUE
8.19,1.21,1.86,6.77,558.04,TRUE
7.76,3.1,1.34,7.48,486.65,TRUE
7.87,1.8,3.69,7.43,1148.48,TRUE
7.92,1.8,0.73,7.23,342.33,TRUE
6.84,3.08,1.84,7.14,302.44,TRUE
6.84,2.05,1.81,6.92,319.19,TRUE
7.43,2.01,3.06,7.83,828.21,TRUE
7.95,4.04,1.69,7.72,601.13,TRUE
7.23,1.39,3.84,7.83,988.36,TRUE
6.82,3.98,1.28,7.91,166.19,TRUE
7.36,2.3,3.47,7.52,272.21,TRUE
8.11,2.78,1.04,7.87,564.46,TRUE
8.03,3.63,2.8,7.55,591.36,TRUE
8.36,4.95,0.27,7.55,1070.88,TRUE
7.26,4.21,2.95,6.77,1014.69,TRUE
7.06,3.92,2.99,7.46,355.29,TRUE
7.81,4.42,3.58,7.73,291.17,TRUE
7.94,4.72,3.1,7.94,267.02,TRUE
6.86,1.16,1.34,7.63,1135.32,TRUE
7.96,3.94,1.59,6.8,385.87,TRUE
6.78,4.94,0.1,7.64,492.84,TRUE
7.17,2.33,2.56,6.67,684.65,TRUE
8.03,1.28,2.84,7.09,276.37,TRUE
7.45,4.71,0.31,6.66,37.52,TRUE
7.96,3.34,1.1,7.53,407.6,TRUE
8.05,2.17,0.18,7.95,534.86,TRUE
6.52,3.34,2.65,6.53,253.25,TRUE
8.13,4.44,3.57,6.73,365.81,TRUE
7.23,2.74,1.4,6.64,801.31,TRUE
8.22,1.21,3.07,7.29,215.68,TRUE
7.69,4.4,3.72,7.18,188.0,TRUE
7.09,4.98,2.4,6.94,610.2,TRUE
7.3,4.22,2.24,6.98,958.74,TRUE
6.86,2.83,3.34,6.71,1166.39,TRUE
7.27,1.6,1.06,7.91,642.52,TRUE
8.13,3.11,1.1,7.48,1160.32,TRUE
8.48,4.41,2.45,7.82,567.32,TRUE
8.05,2.02,2.38,6.65,975.57,TRUE
7.02,3.83,2.71,7.71,89.0,TRUE
6.6,4.4,3.18,6.58,563.46,TRUE
6.66,3.01,1.26,6.64,947.46,TRUE
7.5,3.34,1.37,7.78,847.98,TRUE
